lhb,cluster,practice,practice_code,Asthma ,Atrial fibrillation ,Cancer ,Chronic obstructive pulmonary disease ,Secondary prevention of coronary heart disease ,Dementia ,Diabetes mellitus (patients aged 17+) ,Epilepsy (patients aged 18+) ,Heart failure ,Hypertension ,Learning disability ,Mental health ,Obesity (patients aged 16+) ,Osteoporosis (patients aged 50+) ,Palliative care ,Rheumatoid Arthritis (patients aged 16+) ,Stroke and transient ischaemic attack 
Cwm Taf Morgannwg University Health Board ,North Rhondda ,Ferndale Medical Centre ,W95051 ,7.798044,2.603754,2.987047,4.057626,4.295533,0.515464,9.285436,1.212226,0.859107,19.719799,0.436162,1.255617,18.858874,0.032321,0.317209,0.998506,2.075073
Cwm Taf Morgannwg University Health Board ,North Rhondda ,Forest View Medical Centre ,W95054 ,7.416688,2.80005,2.562015,3.207216,4.002756,0.645202,9.321335,1.224432,0.870709,18.322476,0.595089,1.03984,14.410813,0.224081,0.238036,1.149839,2.643448
Cwm Taf Morgannwg University Health Board ,North Rhondda ,New Tynewydd Surgery ,W95071 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,North Taf Ely ,,,7.086809,2.10833,2.950139,2.289262,3.077743,0.546604,8.173295,1.000546,0.895136,15.483945,0.510418,1.057022,15.649303,0.44424,0.203786,0.750479,1.900735
Cwm Taf Morgannwg University Health Board ,North Taf Ely ,Eglwysbach Medical Practice ,W95014 ,7.21618,2.456312,3.446169,1.86362,3.550043,0.653794,7.841409,1.01447,0.721007,16.247098,0.446047,1.124282,14.354258,0.335914,0.177197,0.778068,2.010265
Cwm Taf Morgannwg University Health Board ,North Taf Ely ,Ashgrove Surgery ,W95024 ,6.541451,1.878238,2.804902,2.306696,2.600638,0.493224,7.616477,0.905392,1.220606,14.786768,0.418493,1.081108,15.516921,0.850492,0.179354,0.582606,1.873256
Cwm Taf Morgannwg University Health Board ,North Taf Ely ,Taff Vale Practice ,W95058 ,7.636296,2.041324,2.626338,2.701021,3.192681,0.504108,9.256346,1.111831,0.66592,15.577545,0.690814,0.958427,17.178105,0.11599,0.261389,0.942933,1.8235
Cwm Taf Morgannwg University Health Board ,South Cynon ,,,6.538476,2.551419,2.975416,3.120467,3.644884,0.535575,9.656129,1.111915,1.115781,17.469409,0.528136,1.030238,17.935781,0.215578,0.185963,1.107091,1.997248
Cwm Taf Morgannwg University Health Board ,South Cynon ,Cwmaman Surgery ,W95016 ,6.176471,2.490196,3.686275,1.843137,3.784314,0.666667,10.507895,1.176599,0.666667,18.901961,0.627451,1.078431,17.412782,0.093458,0.176471,1.119563,2.215686
Cwm Taf Morgannwg University Health Board ,South Cynon ,Meddygfa Glan Cynon Surgery ,W95029 ,7.117864,2.651934,2.71639,3.977901,3.775322,0.53407,9.896374,1.148802,1.593002,19.401473,0.506446,1.141805,19.314025,0.282686,0.267035,1.216277,2.173112
Cwm Taf Morgannwg University Health Board ,South Cynon ,Penrhiwceiber Medical Centre ,W95038 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,South Cynon ,Abercynon Medical Centre ,W95042 ,6.41964,2.378774,2.53126,3.019213,3.247941,0.381214,8.607671,1.210482,0.94541,15.721256,0.503202,0.930162,17.204422,0.120724,0.121988,0.987903,1.982312
Cwm Taf Morgannwg University Health Board ,South Cynon ,Abercwmboi Medical Centre ,W95087 ,5.699245,2.632181,3.456168,2.632181,3.753719,0.61799,9.631832,0.799374,0.709545,13.618677,0.503548,0.846876,16.234759,0.333519,0.091554,1.000773,1.327535
Cwm Taf Morgannwg University Health Board ,South Cynon ,Cynon Vale Medical Practice ,W95623 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,South Merthyr Tydfil ,,,7.42913,2.415864,2.294838,1.978308,3.011684,0.535307,8.500748,0.934588,0.977517,15.654238,0.2886,0.875111,13.499363,0.094484,0.158265,0.952096,1.820044
Cwm Taf Morgannwg University Health Board ,South Merthyr Tydfil ,Troed y Fan Medical Practice ,W95026 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,South Merthyr Tydfil ,Treharris Primary Care Centre ,W95032 ,7.084499,2.742026,3.480694,2.171237,3.290431,0.716284,10.21804,0.925977,1.275881,17.817571,0.335758,0.86178,19.222125,0.165198,0.302182,1.080048,2.036933
Cwm Taf Morgannwg University Health Board ,South Merthyr Tydfil ,Pontcae Medical Practice ,W95072 ,7.67453,2.183615,1.45043,1.840931,2.813197,0.406439,7.280465,0.94073,0.765062,14.113803,0.255021,0.884603,9.447488,0.041365,0.055786,0.861502,1.665604
Cwm Taf Morgannwg University Health Board ,South Merthyr Tydfil ,Oaklands Surgery ,W95290 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,South Rhondda ,,,7.735505,2.535047,2.900062,2.639337,3.569924,0.705963,9.279919,1.270918,0.872425,16.84884,0.541505,1.022844,18.608634,0.365951,0.148413,0.847613,2.123904
Cwm Taf Morgannwg University Health Board ,South Rhondda ,Pont Newydd Medical Centre ,W95004 ,9.662282,2.452897,3.085674,3.23498,3.490935,0.739424,9.684658,1.167565,0.867401,19.345894,0.45503,1.158905,19.310172,0.41902,0.199076,0.875764,1.990757
Cwm Taf Morgannwg University Health Board ,South Rhondda ,De Winton Field Practice ,W95027 ,6.060931,2.649646,2.596009,1.83437,3.422012,0.71873,8.476334,1.453987,0.965458,14.578417,0.396911,0.87964,16.339574,0.216216,0.150182,0.865416,2.177644
Cwm Taf Morgannwg University Health Board ,South Rhondda ,Park Lane Surgery ,W95044 ,6.743168,2.496155,2.638117,2.070271,3.785638,0.650657,8.923544,1.099561,0.780788,13.793919,0.721637,1.00556,19.99474,0.287109,0.118301,0.811174,2.271383
Cwm Taf Morgannwg University Health Board ,South Rhondda ,Penygraig Surgery ,W95057 ,6.411779,2.920921,3.752078,3.585847,4.511992,0.783662,10.055535,1.086176,0.854904,19.781525,0.569936,1.044882,15.609169,0.153453,0.071242,0.583261,2.612206
Cwm Taf Morgannwg University Health Board ,South Rhondda ,St. Andrews Surgery ,W95062 ,8.732647,2.791461,3.776683,2.955665,3.761755,0.865801,9.795408,1.588234,1.388267,20.943424,0.925511,1.283774,21.028657,1.01486,0.119421,0.787456,2.298851
Cwm Taf Morgannwg University Health Board ,South Rhondda ,Llwynypia Surgery ,W95076 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Cwm Taf Morgannwg University Health Board ,South Rhondda ,Cwm Gwrydd Medical Centre ,W95295 ,7.143862,2.123471,1.91253,2.334411,2.925046,0.492195,8.99382,1.249933,0.393756,12.923639,0.30938,0.703136,18.083296,0.039032,0.15469,1.037855,1.687526
Cwm Taf Morgannwg University Health Board ,South Taf Ely ,,,7.698026,2.477905,3.113901,1.722144,3.256381,0.538944,7.524506,0.892623,0.741307,15.627323,0.315933,0.92715,11.420948,0.605524,0.109441,0.973164,2.190881
Cwm Taf Morgannwg University Health Board ,South Taf Ely ,Parc Canol Group Practice ,W95011 ,7.307075,2.530743,2.108953,1.758451,3.392146,0.546545,6.825397,0.776978,0.629715,16.800333,0.201984,0.83764,8.796585,0.286574,0.071289,1.079647,2.269352
Cwm Taf Morgannwg University Health Board ,South Taf Ely ,Old School Surgery ,W95025 ,8.141723,2.479339,3.886752,1.67744,3.125767,0.343671,8.066313,0.795537,0.752803,15.227886,0.376401,0.810081,15.753072,0.019305,0.130922,0.780246,2.037476
Cwm Taf Morgannwg University Health Board ,South Taf Ely ,Talbot Green Group Practice ,W95036 ,8.107003,2.544175,2.74051,1.791558,3.493128,0.409031,8.430372,1.151111,0.768979,15.134162,0.400851,1.284359,10.975764,0.924321,0.13089,1.021001,2.34784
Cwm Taf Morgannwg University Health Board ,South Taf Ely ,Taffs Well Medical Centre ,W95060 ,7.160839,2.237762,4.797203,1.594406,2.755245,1.076923,6.673868,0.882224,0.937063,14.391608,0.335664,0.727273,10.899487,1.823708,0.125874,0.97257,2
Aneurin Bevan University Health Board ,South Taf Ely ,,,6.969797,2.425694,3.299626,2.213457,3.424406,0.743618,8.883768,0.960784,1.248272,16.174875,0.481565,0.948421,14.932239,0.494127,0.323573,0.929755,2.086463
Aneurin Bevan University Health Board ,Blaenau Gwent East ,,,6.781164,2.282066,2.556978,3.089066,3.919714,0.768571,10.065619,1.097137,1.392297,18.067339,0.540956,1.052352,17.753777,0.59427,0.29856,1.122488,2.086967
Aneurin Bevan University Health Board ,Blaenau Gwent East ,Cwm Calon ,W93007 ,7.656827,2.195572,2.656827,2.656827,4.02214,0.774908,9.397684,1.129957,0.940959,16.291513,0.313653,0.738007,11.665647,0.213584,0.073801,1.389293,2.121771
Aneurin Bevan University Health Board ,Blaenau Gwent East ,Aberbeeg Medical Practice ,W93009 ,7.238715,1.830012,2.277349,3.599024,3.883693,0.447336,10.070237,0.805185,1.179341,17.608784,0.508337,1.301342,18.732733,0.525486,0.142334,0.709203,1.789345
Aneurin Bevan University Health Board ,Blaenau Gwent East ,Brynmawr Medical Practice ,W93068 ,6.227611,2.360614,2.296317,2.590245,3.765959,1.065491,9.993332,1.177156,1.322678,18.113346,0.514375,0.955268,17.923076,0.368844,0.532745,1.197089,2.241205
Aneurin Bevan University Health Board ,Blaenau Gwent East ,Abertillery Group Practice ,W93075 ,6.547026,2.509139,2.309737,4.004653,3.639083,0.797607,11.160665,1.178919,1.030243,18.610834,0.73114,0.897308,18.635034,0.441767,0.299103,1.06314,1.794616
Aneurin Bevan University Health Board ,Blaenau Gwent East ,Blaina Medical Practice ,W93115 ,6.847859,2.353477,3.340419,3.051928,4.372912,0.485879,9.741959,1.082114,2.368661,19.298512,0.622533,1.42727,20.956908,1.468481,0.212572,1.141128,2.292742
Aneurin Bevan University Health Board ,Blaenau Gwent West ,,,7.930645,2.48025,3.449779,2.877809,3.957628,0.861804,10.020165,1.146194,1.723607,18.664717,0.546322,0.83872,19.84516,0.617775,0.359085,1.091005,2.431517
Aneurin Bevan University Health Board ,Blaenau Gwent West ,Glan Rhyd Surgery ,W93032 ,8.390197,2.316194,3.479097,2.633349,4.199904,0.980298,9.624216,1.089524,1.393561,19.163864,0.470927,1.028352,18.510921,0.179493,0.643921,1.164942,2.172033
Aneurin Bevan University Health Board ,Blaenau Gwent West ,Glyn Ebwy Surgery ,W93035 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aneurin Bevan University Health Board ,Blaenau Gwent West ,Tredegar Health Centre ,W93063 ,7.29588,2.741573,4.104869,3.026217,4.404494,0.898876,10.502805,1.347454,2.23221,18.411985,0.449438,1.258427,17.348715,0.176803,0.179775,1.044886,2.831461
Aneurin Bevan University Health Board ,Blaenau Gwent West ,Glan yr Afon Surgery ,W93065 ,7.966487,2.115876,4.189151,3.06731,3.961943,0.596421,10.403075,1.389963,1.775064,16.302187,0.710026,0.681625,21.413647,0.136101,0.26981,0.888675,2.556092
Aneurin Bevan University Health Board ,Blaenau Gwent West ,Cwm Health Centre ,W93619 ,9.468732,2.54852,3.52872,2.979808,3.469908,0.78416,9.868798,0.997113,1.940796,22.191727,0.548912,0.529308,21.899374,2.456779,0.431288,1.435266,2.509312
Aneurin Bevan University Health Board ,Blaenau Gwent West ,Pen-y-Cae Surgery ,W93623 ,7.045571,2.703533,2.396313,2.846902,3.645673,0.94214,9.912271,0.970639,1.577061,18.166923,0.573477,0.62468,20.746981,0.763942,0.204813,1.006291,2.304147
Aneurin Bevan University Health Board ,Caerphilly East ,,,6.525343,2.235315,2.77712,2.029548,3.267113,0.553648,8.539011,0.848603,1.003671,15.786357,0.504796,0.860078,15.444401,0.192445,0.239815,0.82382,1.742361
Aneurin Bevan University Health Board ,Caerphilly East ,St. Luke's Surgery ,W93001 ,7.246747,2.079612,2.768563,1.926512,3.291656,0.497576,7.491402,0.766251,1.212044,14.544527,0.459301,0.625159,14.153585,0.429043,0.382751,0.729406,1.926512
Aneurin Bevan University Health Board ,Caerphilly East ,Avicenna Medical Centre ,W93011 ,6.478109,1.799871,2.042711,1.721306,2.656953,0.549961,8.913029,0.730984,0.414256,14.777516,0.528534,0.69995,8.92899,0.191205,0.107135,0.578571,1.114206
Aneurin Bevan University Health Board ,Caerphilly East ,Pontllanfraith Health Centre ,W93012 ,5.797272,2.469426,1.516933,1.799153,3.468956,0.552681,8.816378,1.077791,0.917215,17.638758,0.529163,0.964252,14.565236,0.223776,0.152869,0.945611,2.022578
Aneurin Bevan University Health Board ,Caerphilly East ,Sunnybank Health Centre ,W93014 ,6.078813,2.332568,2.880368,2.526948,3.392826,0.424103,9.596389,0.948088,1.396006,15.815515,0.441774,1.130942,21.279442,0.400802,0.282735,0.941568,1.502032
Aneurin Bevan University Health Board ,Caerphilly East ,Wellspring Medical Centre ,W93059 ,7.115739,2.02842,2.418917,1.486061,2.473153,0.292873,7.010521,0.786535,0.80269,15.706693,0.22779,0.596594,17.354177,0.058394,0.336262,0.776054,1.800629
Aneurin Bevan University Health Board ,Caerphilly East ,Risca Surgery ,W93064 ,6.363142,2.657136,3.791469,2.455132,4.071168,0.629322,8.812417,0.767898,1.382954,16.29244,0.598244,1.017792,17.853406,0.034106,0.202005,0.938694,1.911273
Aneurin Bevan University Health Board ,Caerphilly East ,North Celynen Practice ,W93067 ,6.564482,2.367865,3.911205,2.43129,3.572939,0.835095,9.024843,0.993988,1.226216,16.014799,0.665962,1.078224,18.165135,0.204186,0.327696,0.966095,2.124736
Aneurin Bevan University Health Board ,Caerphilly North ,,,7.200845,2.474896,3.162192,2.657755,3.890474,0.680991,10.237829,1.162441,1.196463,18.006841,0.679414,1.041979,17.430932,0.387344,0.228573,1.10467,2.295191
Aneurin Bevan University Health Board ,Caerphilly North ,Pengam Health Centre ,W93614 ,7.634409,2.946237,4.258065,2.387097,4.107527,0.752688,9.170023,1.152656,1.634409,17.677419,1.010753,1.225806,16.805343,0.49776,0.55914,1.306513,2.365591
Aneurin Bevan University Health Board ,Caerphilly North ,The Lawn Medical Practice ,W95013 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aneurin Bevan University Health Board ,Caerphilly North ,Nelson Surgery ,W95043 ,6.451613,3.084677,4.375,3.125,4.254032,1.149194,10.639236,1.154141,1.451613,18.58871,0.967742,0.987903,15.013974,0.530829,0.322581,1.196426,3.245968
Aneurin Bevan University Health Board ,Caerphilly North ,Meddygfa Gelligaer Surgery ,W95050 ,7.467532,1.698302,2.50999,2.11039,3.583916,0.24975,10.609979,1.26761,0.711788,16.783217,0.861638,0.799201,18.515548,0.136101,0.112388,0.872787,1.723277
Aneurin Bevan University Health Board ,Caerphilly North ,Oakfield Surgery ,W95065 ,7.283923,2.62822,3.394158,2.072539,3.649471,0.638282,9.769056,1.086871,1.156417,18.067132,0.600736,0.983705,18.162109,0.468384,0.292859,1.108105,2.24525
Aneurin Bevan University Health Board ,Caerphilly North ,Bryntirion Surgery ,W95068 ,7.233468,2.321188,2.240216,2.591093,3.544759,0.566802,10.219148,1.135529,0.953666,16.311291,0.836707,1.052632,16.156324,0.18828,0.062978,1.011855,1.979307
Aneurin Bevan University Health Board ,Caerphilly North ,South Street Surgery ,W95078 ,7.25,1.65625,2.625,2.71875,4.46875,0.46875,12.016446,1.297871,0.8125,19.28125,0.4375,1.15625,13.347214,0.228484,0.28125,1.189724,2.21875
Aneurin Bevan University Health Board ,Caerphilly North ,Cwm Rhymni Practice ,W95081 ,7.08748,2.655743,3.326552,3.29906,4.156815,0.863254,10.28119,1.169909,1.47358,19.239017,0.439875,1.132677,18.759738,0.489095,0.214439,1.162575,2.512784
Aneurin Bevan University Health Board ,Caerphilly South ,,,6.776774,2.405578,3.478862,2.281396,3.500151,0.617361,8.911651,1.049077,1.087477,17.303837,0.434636,0.998776,14.069038,0.211398,0.216431,0.99402,2.098671
Aneurin Bevan University Health Board ,Caerphilly South ,Aber Medical Centre ,W00005 ,6.430461,2.070632,2.806856,2.795353,3.589095,0.701714,8.912267,1.367177,1.000805,16.081905,0.471644,1.207868,10.133426,0.464972,0.356609,1.154085,2.093639
Aneurin Bevan University Health Board ,Caerphilly South ,Ty Bryn Surgery ,W95008 ,6.387387,2.405405,4.405405,2.234234,3.603604,0.576577,8.304517,1.11944,1.405405,16.495495,0.441441,0.801802,15.20386,0.14862,0.234234,0.717266,2.306306
Aneurin Bevan University Health Board ,Caerphilly South ,Tonyfelin Medical Centre ,W95046 ,6.754925,3.102321,3.851982,1.866178,4.019459,0.693835,9.298679,0.923487,1.148417,19.188133,0.526358,1.060691,14.673249,0.176243,0.151527,1.104032,2.280884
Aneurin Bevan University Health Board ,Caerphilly South ,Nantgarw Road Medical Centre ,W95049 ,6.342038,2.11074,2.140192,2.444532,3.200471,0.667583,8.659706,0.883196,0.824661,16.257608,0.274887,0.687218,16.481274,0.221239,0.245435,1.11675,1.845671
Aneurin Bevan University Health Board ,Caerphilly South ,Court House Medical Centre ,W95059 ,7.487286,2.194387,4.002637,1.874176,3.051422,0.565078,9.03279,0.932799,1.026559,17.658693,0.461481,1.280844,11.316758,0.165877,0.122434,0.913563,1.845922
Aneurin Bevan University Health Board ,Caerphilly South ,The Village Surgery ,W95073 ,8.16579,2.227034,3.154964,3.495206,3.30962,0.247448,9.838897,1.34784,1.020724,18.187442,0.371172,0.927931,19.902145,0.079365,0.247448,0.974493,2.319827
Aneurin Bevan University Health Board ,Monmouthshire North ,,,7.236771,3.620187,5.124095,1.943374,3.892151,1.138288,8.259978,0.90832,2.092864,18.014481,0.399842,1.082454,15.966638,0.95339,0.504305,0.900271,2.899751
Aneurin Bevan University Health Board ,Monmouthshire North ,Tudor Gate Surgery ,W93004 ,6.351568,3.891051,5.413138,2.700847,3.753719,1.327535,9.530198,1.036607,1.865415,18.940261,0.457771,0.915541,17.707262,0.697168,0.434882,0.812749,3.032731
Aneurin Bevan University Health Board ,Monmouthshire North ,Wye Valley Practice ,W93019 ,7.763082,3.507763,4.715354,1.437608,3.450259,0.900901,7.757862,0.829489,1.437608,18.688902,0.30669,1.035078,18.422676,0.465616,0.268353,0.9436,2.53019
Aneurin Bevan University Health Board ,Monmouthshire North ,Old Station Surgery ,W93033 ,7.928863,4.066321,5.455724,2.06558,4.279363,1.194887,8.805236,1.241729,2.510189,20.97073,0.565024,1.231938,18.440357,3.001912,0.34272,1.001483,3.186365
Aneurin Bevan University Health Board ,Monmouthshire North ,Castle Gate Medical Practice ,W93036 ,7.961964,3.995175,5.712461,2.001135,4.087425,1.263128,8.598311,0.820285,2.710758,18.0457,0.397389,0.7522,15.212184,0.636856,0.26256,0.89969,3.086858
Aneurin Bevan University Health Board ,Monmouthshire North ,Usk Surgery ,W93037 ,5.710796,3.466178,4.855703,1.389525,3.939533,0.534433,7.43685,0.592841,1.755993,16.032982,0.167965,0.595511,14.45166,0.218878,1.191022,0.841844,2.916476
Aneurin Bevan University Health Board ,Monmouthshire North ,The Medical Centre Usk ,W93038 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aneurin Bevan University Health Board ,Monmouthshire North ,Dixton Surgery ,W93072 ,6.927949,2.276326,4.117181,1.939826,3.206651,1.563737,6.840367,0.72547,1.583531,15.261283,0.435471,1.840855,14.426401,0.33543,1.227237,0.751865,2.53365
Aneurin Bevan University Health Board ,Monmouthshire North ,Hereford Road Surgery ,W93126 ,7.010634,2.816069,4.056715,1.457267,3.840095,0.945254,6.91671,0.899492,1.496652,14.651438,0.315085,1.890508,10.654449,0.218531,0.275699,1.020359,2.264671
Aneurin Bevan University Health Board ,Monmouthshire South ,,,7.290256,2.865978,4.53342,1.742224,3.375306,0.970148,8.049253,0.744982,1.356186,16.656224,0.339552,0.705378,13.859873,1.082184,0.404228,0.843122,2.336439
Aneurin Bevan University Health Board ,Monmouthshire South ,Vauxhall Surgery ,W93020 ,6.215255,2.812986,4.391817,1.445408,4.013787,1.089615,6.793323,0.821108,1.345341,14.798755,0.166778,0.644874,12.803419,0.720807,0.411385,0.971747,2.045808
Aneurin Bevan University Health Board ,Monmouthshire South ,Mount Pleasant Practice ,W93021 ,7.616575,3.105052,4.944282,1.601212,3.23488,1.319918,8.247934,0.602338,2.098886,16.498972,0.357027,1.071081,15.121589,3.372723,0.75733,0.715738,2.683112
Aneurin Bevan University Health Board ,Monmouthshire South ,Town Gate Practice ,W93022 ,7.782481,2.941496,4.808423,2.355367,3.549332,1.009443,7.458772,0.817971,1.421904,17.421035,0.379898,0.727233,14.451457,0.546578,0.521003,0.745053,2.539889
Aneurin Bevan University Health Board ,Monmouthshire South ,Gray Hill Surgery ,W93023 ,7.191593,2.714279,4.053987,1.598685,3.132626,0.76199,8.994958,0.756845,1.001046,16.943075,0.423328,0.552816,13.276149,0.589347,0.194233,0.873196,2.241147
Aneurin Bevan University Health Board ,Monmouthshire South ,"Wye Dean Practice, Tintern Surgery ",W93643 ,9.394251,3.182752,6.87885,2.361396,2.772074,0.718686,6.141942,0.597199,1.232033,19.404517,0,0.718686,15.945717,0.089127,0.308008,0.992957,2.053388
Aneurin Bevan University Health Board ,Newport East ,,,6.22253,1.909861,2.784051,1.664603,2.750055,0.495374,8.021425,0.877037,0.910614,12.985357,0.421311,0.902115,12.304787,0.296695,0.27197,0.772918,1.599038
Aneurin Bevan University Health Board ,Newport East ,Isca Medical Centre ,W93018 ,7.660301,2.976635,4.651659,1.258935,3.648778,0.960205,7.029317,0.957999,1.376294,15.715353,0.256055,0.725488,13.919271,0.707495,0.50144,0.807646,2.549877
Aneurin Bevan University Health Board ,Newport East ,Park Surgery ,W93040 ,5.519976,1.418115,2.348277,1.692589,2.394023,0.381214,7.722667,0.854103,0.792925,11.756633,0.426959,0.792925,12.434871,0.283286,0.167734,0.731463,1.601098
Aneurin Bevan University Health Board ,Newport East ,Richmond Clinic ,W93043 ,6.550079,2.050874,3.6407,1.605723,2.829889,0.524642,7.499846,0.922941,0.922099,16.104928,0.381558,1.081081,10.080785,0.159808,0.238474,0.707759,1.605723
Aneurin Bevan University Health Board ,Newport East ,The Rugby Surgery ,W93044 ,5.175292,1.247177,1.846214,1.600707,2.199745,0.225867,8.293606,0.829231,0.648139,9.997054,0.157125,0.824904,11.1353,0,0.235687,0.578131,1.001669
Aneurin Bevan University Health Board ,Newport East ,Ringland Medical Practice ,W93047 ,7.493688,2.180399,2.673858,2.513197,2.662382,0.51641,9.674026,0.991817,1.032821,14.241451,0.51641,0.906587,11.986184,0.294792,0.29837,0.888405,1.618086
Aneurin Bevan University Health Board ,Newport East ,St Julians Medical Centre ,W93049 ,6.052938,1.82614,2.530607,1.867177,3.098283,0.451406,8.161969,0.751873,1.019082,14.568087,0.595035,1.258464,12.223284,0.226372,0.170987,0.796442,1.614117
Aneurin Bevan University Health Board ,Newport East ,Beechwood Primary Care ,W93053 ,5.747206,1.839384,3.206774,1.506212,2.52655,0.617755,8.651871,1.032836,0.832928,10.793364,0.527521,1.013396,12.79523,0.401365,0.312348,0.782849,1.617269
Aneurin Bevan University Health Board ,Newport East ,Underwood Health Centre ,W93125 ,6.032562,1.833762,2.039417,0.805484,2.862039,0.222793,6.004102,0.676196,0.531277,10.865467,0.325621,0.291345,12.422628,0.093023,0.274207,0.976822,1.216795
Aneurin Bevan University Health Board ,Newport East ,Lliswerry Medical Centre ,W93640 ,6.080552,1.817897,1.598496,1.911926,2.319386,0.376117,7.870544,0.771856,0.861934,13.477511,0.438803,0.705219,13.201543,0.102881,0.235073,0.708672,1.394766
Aneurin Bevan University Health Board ,Newport West ,,,6.761681,1.933567,2.835357,1.946334,2.843481,0.779926,8.543141,0.909316,0.94125,14.155892,0.450315,1.065435,13.083633,0.276078,0.362109,0.814489,1.811704
Aneurin Bevan University Health Board ,Newport West ,St. Paul's Clinic ,W93039 ,3.316674,0.984401,1.075269,1.696199,2.180827,0.242314,10.082859,0.489723,0.590641,9.783432,0.408905,1.24186,10.077636,0.215517,0.19688,0.590561,0.832955
Aneurin Bevan University Health Board ,Newport West ,Westfield Medical Centre ,W93045 ,7.670455,2.350207,3.628616,1.820764,3.202479,0.80062,8.837973,0.899839,1.278409,15.831612,0.206612,0.826446,17.62974,0.151837,0.297004,0.858845,2.350207
Aneurin Bevan University Health Board ,Newport West ,Bryngwyn Surgery ,W93046 ,6.630582,1.610284,1.894452,1.447903,2.354533,0.405954,7.936799,0.981487,0.67659,13.491204,0.703654,1.596752,14.707528,0.394633,0.365359,0.690186,1.556157
Aneurin Bevan University Health Board ,Newport West ,Bellevue Surgery ,W93048 ,7.030328,1.48304,2.478575,2.36568,2.576076,1.093036,8.881753,0.866838,0.944219,13.814338,0.466978,1.303433,14.126426,0.408233,0.636322,0.630586,1.657515
Aneurin Bevan University Health Board ,Newport West ,Malpas Brook Health Centre ,W93051 ,7.909552,1.914055,2.720961,2.355038,2.448865,0.506662,8.123032,0.868178,0.96641,14.27097,0.478514,0.910114,13.804861,0.15361,0.309627,0.924224,1.914055
Aneurin Bevan University Health Board ,Newport West ,St David's Clinic ,W93054 ,6.539679,2.298244,3.401785,2.09193,3.435371,0.782075,9.117435,1.039969,1.079551,15.075329,0.422224,1.041167,11.399281,0.139665,0.302274,1.026698,2.034354
Aneurin Bevan University Health Board ,Newport West ,The Rogerstone Practice ,W93061 ,7.04718,2.440839,3.490103,1.257628,3.013841,0.997172,6.902221,0.965421,0.826016,14.682244,0.46882,0.639976,11.533053,0.462963,0.215806,0.807221,1.919929
Aneurin Bevan University Health Board ,Newport West ,St Brides Medical Centre ,W93116 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aneurin Bevan University Health Board ,Torfaen North ,,,8.229381,2.686148,3.249832,2.675973,3.726013,0.77939,9.594236,1.002654,1.514011,17.325655,0.545369,0.966606,15.722707,0.646761,0.437517,1.143155,2.203862
Aneurin Bevan University Health Board ,Torfaen North ,Blaenavon Medical Practice ,W93015 ,9.0056,2.391403,2.361132,3.027092,3.390344,0.423793,8.788035,0.978448,1.104889,17.133343,0.771909,1.044347,18.876492,1.219512,0.33298,1.094021,2.179507
Aneurin Bevan University Health Board ,Torfaen North ,Panteg Health Centre ,W93031 ,6.778382,2.611715,2.309783,2.113527,3.26087,0.618961,8.525156,1.110848,1.434179,15.71558,0.362319,0.996377,16.943367,0.080289,0.347222,1.003226,1.917271
Aneurin Bevan University Health Board ,Torfaen North ,Trosnant Lodge ,W93055 ,7.200567,2.168675,1.970234,2.537208,3.316797,0.907158,9.950412,0.781895,0.935507,13.749114,0.255138,0.807938,9.911148,0.673293,0.382707,0.658492,1.700921
Aneurin Bevan University Health Board ,Torfaen North ,Churchwood Surgery ,W93056 ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aneurin Bevan University Health Board ,Torfaen North ,Abersychan Group Practice ,W93057 ,10.006614,2.749693,3.467826,3.344987,4.053671,0.718133,10.939078,1.241674,1.615799,19.474629,0.85042,1.105547,16.935914,0.729755,0.472456,1.89215,2.371728
Aneurin Bevan University Health Board ,Torfaen North ,The Mount Surgery ,W93058 ,7.842601,2.982706,4.279772,2.419002,3.984238,0.952277,9.36322,0.924949,1.855298,18.115149,0.465193,0.908494,15.752492,0.587947,0.508975,0.97756,2.413529
Aneurin Bevan University Health Board ,Torfaen South ,,,6.607377,2.376958,2.8095,2.389085,3.555331,0.762001,8.719082,0.977517,1.135927,14.950985,0.483072,0.854977,12.671068,0.351971,0.293077,0.878266,2.013138
Aneurin Bevan University Health Board ,Torfaen South ,Oak Street Surgery ,W93024 ,7.27786,2.970054,3.448699,2.380952,4.590083,0.95729,9.91471,1.074427,1.300933,16.335297,0.871379,0.932744,17.27709,0.346297,0.147275,0.876062,2.675503
